연도,시도,시군구,차종,제조사,모델명,국비(만원),지방비(만원),보조금(만원)
2026,경기,군포시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,459,221,680
2026,경기,군포시,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,437,211,648
2026,경기,의왕시,일반승용,BMW,MINI Aceman E,400,200,600
2026,경기,의왕시,일반승용,BMW,MINI Aceman SE,400,200,600
2026,경기,의왕시,일반승용,BMW,MINI Cooper SE,396,198,594
2026,경기,의왕시,일반승용,BMW,MINI Countryman E,217,108,325
2026,경기,의왕시,일반승용,BMW,MINI Countryman SE ALL4,203,101,304
2026,경기,의왕시,일반승용,BMW,MINI JCW Aceman E,197,98,295
2026,경기,의왕시,일반승용,BMW,MINI JCW E,191,95,286
2026,경기,의왕시,일반승용,BMW,i4 M60 LCI (71HD),233,116,349
2026,경기,의왕시,일반승용,BMW,i4 eDrive 40 LCI(21HD),244,122,366
2026,경기,의왕시,일반승용,BMW,i4 eDrive 40 LCI(61HD),256,128,384
2026,경기,의왕시,일반승용,BMW,i5 eDrive 40,262,131,393
2026,경기,의왕시,일반승용,BMW,iX1 eDrive20,212,106,318
2026,경기,의왕시,일반승용,BMW,iX1 xDrive30,192,96,288
2026,경기,의왕시,일반승용,BMW,iX2 eDrive20,214,107,321
2026,경기,의왕시,일반승용,BMW,iX3 50 xDrive,275,137,412
2026,경기,의왕시,일반승용,기아,EV3 GT,248,124,372
2026,경기,의왕시,일반승용,기아,EV3 롱레인지 2WD 17인치,555,277,832
2026,경기,의왕시,일반승용,기아,EV3 롱레인지 2WD 19인치,555,277,832
2026,경기,의왕시,일반승용,기아,EV3 롱레인지 4WD 19인치,539,269,808
2026,경기,의왕시,일반승용,기아,EV3 스탠다드 2WD,469,234,703
2026,경기,의왕시,일반승용,기아,EV4 GT,255,127,382
2026,경기,의왕시,일반승용,기아,EV4 롱레인지 2WD 17인치,555,277,832
2026,경기,의왕시,일반승용,기아,EV4 롱레인지 2WD 19인치,555,277,832
2026,경기,의왕시,일반승용,기아,EV4 롱레인지 4WD 19인치,554,277,831
2026,경기,의왕시,일반승용,기아,EV4 롱레인지 GTL 2WD 19인치,555,277,832
2026,경기,의왕시,일반승용,기아,EV4 스탠다드 2WD 17인치,512,256,768
2026,경기,의왕시,일반승용,기아,EV4 스탠다드 2WD 19인치,481,240,721
2026,경기,의왕시,일반승용,기아,EV5 GT,232,116,348
2026,경기,의왕시,일반승용,기아,EV5 롱레인지 2WD,552,276,828
2026,경기,의왕시,일반승용,기아,EV5 롱레인지 4WD 18인치,499,249,748
2026,경기,의왕시,일반승용,기아,EV5 롱레인지 4WD 19인치,493,246,739
2026,경기,의왕시,일반승용,기아,EV9 GT,245,122,367
2026,경기,의왕시,일반승용,기아,EV9 롱레인지 2WD 19인치,270,135,405
2026,경기,의왕시,일반승용,기아,EV9 롱레인지 2WD 20인치,268,134,402
2026,경기,의왕시,일반승용,기아,EV9 롱레인지 4WD 19인치,254,127,381
2026,경기,의왕시,일반승용,기아,EV9 롱레인지 4WD 21인치,260,130,390
2026,경기,의왕시,일반승용,기아,EV9 롱레인지 GTL 4WD 21인치,252,126,378
2026,경기,의왕시,일반승용,기아,EV9 스탠다드,237,118,355
2026,경기,의왕시,일반승용,기아,PV5 패신저 5인승 롱레인지,458,229,687
2026,경기,의왕시,일반승용,기아,Pv5 WAV(비용 미지원),648,324,972
2026,경기,의왕시,일반승용,기아,Pv5 WAV(비용 지원),448,224,672
2026,경기,의왕시,일반승용,기아,The all-new Kia Niro EV,489,244,733
2026,경기,의왕시,일반승용,기아,더뉴EV6 롱레인지 2WD 19인치,570,285,855
2026,경기,의왕시,일반승용,기아,더뉴EV6 롱레인지 2WD 20인치,559,279,838
2026,경기,의왕시,일반승용,기아,더뉴EV6 롱레인지 4WD 19인치,561,280,841
2026,경기,의왕시,일반승용,기아,더뉴EV6 롱레인지 4WD 20인치,532,266,798
2026,경기,의왕시,일반승용,기아,더뉴EV6 스탠다드,501,250,751
2026,경기,의왕시,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,457,228,685
2026,경기,의왕시,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,457,228,685
2026,경기,의왕시,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,457,228,685
2026,경기,의왕시,일반승용,메르세데스벤츠코리아,EQA 250(Facelift),190,95,285
2026,경기,의왕시,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift),154,77,231
2026,경기,의왕시,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift)(CY25/2),162,81,243
2026,경기,의왕시,일반승용,볼보자동차코리아,볼보 EX30 Single Motor ER,247,123,370
2026,경기,의왕시,일반승용,볼보자동차코리아,볼보 EX30CC Twin Motor Perf,222,111,333
2026,경기,의왕시,일반승용,비와이디코리아,BYD ATTO 3,126,63,189
2026,경기,의왕시,일반승용,비와이디코리아,BYD DOLPHIN,109,54,163
2026,경기,의왕시,일반승용,비와이디코리아,BYD DOLPHIN Active,132,66,198
2026,경기,의왕시,일반승용,비와이디코리아,BYD SEAL,169,84,253
2026,경기,의왕시,일반승용,비와이디코리아,BYD SEAL Dynamic AWD,151,75,226
2026,경기,의왕시,일반승용,비와이디코리아,BYD SEALION 7,152,76,228
2026,경기,의왕시,일반승용,케이지모빌리티,토레스 EVX 18인치,354,177,531
2026,경기,의왕시,일반승용,케이지모빌리티,토레스 EVX 18인치(2026),361,180,541
2026,경기,의왕시,일반승용,케이지모빌리티,토레스 EVX 20인치,344,172,516
2026,경기,의왕시,일반승용,케이지모빌리티,토레스 EVX 20인치(2026),354,177,531
2026,경기,의왕시,일반승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,163,490
2026,경기,의왕시,일반승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,156,468
2026,경기,의왕시,일반승용,테슬라코리아,Model 3 Performance,200,100,300
2026,경기,의왕시,일반승용,테슬라코리아,Model 3 Premium Long Range RWD,420,210,630
2026,경기,의왕시,일반승용,테슬라코리아,Model 3 RWD,168,84,252
2026,경기,의왕시,일반승용,테슬라코리아,Model 3 RWD(2025),168,84,252
2026,경기,의왕시,일반승용,테슬라코리아,Model Y L AWD,210,105,315
2026,경기,의왕시,일반승용,테슬라코리아,Model Y Long Range(2025),210,105,315
2026,경기,의왕시,일반승용,테슬라코리아,Model Y Premium Long Range,210,105,315
2026,경기,의왕시,일반승용,테슬라코리아,Model Y Premium RWD,170,85,255
2026,경기,의왕시,일반승용,테슬라코리아,Model Y RWD(2025),170,85,255
2026,경기,의왕시,일반승용,폭스바겐그룹코리아,ID.4 Pro,432,216,648
2026,경기,의왕시,일반승용,폭스바겐그룹코리아,Q4 45 e-tron,206,103,309
2026,경기,의왕시,일반승용,폭스바겐그룹코리아,Q4 Sportback 45 e-tron,206,103,309
2026,경기,의왕시,일반승용,폭스바겐그룹코리아,Q6 e-tron performance,220,110,330
2026,경기,의왕시,일반승용,폭스바겐그룹코리아,iD.5 Pro,473,236,709
2026,경기,의왕시,일반승용,현대자동차,ELECTRIFIED G80,270,135,405
2026,경기,의왕시,일반승용,현대자동차,ELECTRIFIED GV70 AWD 19인치,261,130,391
2026,경기,의왕시,일반승용,현대자동차,ELECTRIFIED GV70 AWD 20인치,245,122,367
2026,경기,의왕시,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,285,142,427
2026,경기,의왕시,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,272,136,408
2026,경기,의왕시,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,261,130,391
2026,경기,의왕시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치,564,282,846
2026,경기,의왕시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,567,283,850
2026,경기,의왕시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 20인치,559,279,838
2026,경기,의왕시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 N라인 20인치,541,270,811
2026,경기,의왕시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 스탠다드 19인치,483,241,724
2026,경기,의왕시,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 19인치,558,279,837
2026,경기,의왕시,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 20인치,532,266,798
2026,경기,의왕시,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 N라인 20인치,510,255,765
2026,경기,의왕시,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 18인치,570,285,855
2026,경기,의왕시,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 20인치,570,285,855
2026,경기,의왕시,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 N라인 20인치,570,285,855
2026,경기,의왕시,일반승용,현대자동차,더 뉴 아이오닉6 2WD 스탠다드 18인치,560,280,840
2026,경기,의왕시,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 18인치,570,285,855
2026,경기,의왕시,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 20인치,553,276,829
2026,경기,의왕시,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 N라인 20인치,537,268,805
2026,경기,의왕시,일반승용,현대자동차,스타리아 라운지 일렉트릭 7인승,229,114,343
2026,경기,의왕시,일반승용,현대자동차,스타리아 리무진 일렉트릭 6인승,229,114,343
2026,경기,의왕시,일반승용,현대자동차,아이오닉6 N,250,125,375
2026,경기,의왕시,일반승용,현대자동차,아이오닉9 성능형 AWD,272,136,408
2026,경기,의왕시,일반승용,현대자동차,아이오닉9 항속형 2WD,274,137,411
2026,경기,의왕시,일반승용,현대자동차,아이오닉9 항속형 AWD,271,135,406
2026,경기,의왕시,경·소형,현대자동차,캐스퍼 일렉트릭 기본형 15인치,490,245,735
2026,경기,의왕시,경·소형,현대자동차,캐스퍼 일렉트릭 크로스 17인치,487,243,730
2026,경기,의왕시,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 15인치,490,245,735
2026,경기,의왕시,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 17인치(라운지포함),490,245,735
2026,경기,의왕시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,514,257,771
2026,경기,의왕시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치 빌트인 캠 미적용,514,257,771
2026,경기,의왕시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,459,229,688
2026,경기,의왕시,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,437,218,655
2026,경기,하남시,일반승용,BMW,MINI Aceman E,400,120,520
2026,경기,하남시,일반승용,BMW,MINI Aceman SE,400,120,520
2026,경기,하남시,일반승용,BMW,MINI Cooper SE,396,118,514
2026,경기,하남시,일반승용,BMW,MINI Countryman E,217,65,282
2026,경기,하남시,일반승용,BMW,MINI Countryman SE ALL4,203,60,263
2026,경기,하남시,일반승용,BMW,MINI JCW Aceman E,197,59,256
2026,경기,하남시,일반승용,BMW,MINI JCW E,191,57,248
2026,경기,하남시,일반승용,BMW,i4 M60 LCI (71HD),233,69,302
2026,경기,하남시,일반승용,BMW,i4 eDrive 40 LCI(21HD),244,73,317
2026,경기,하남시,일반승용,BMW,i4 eDrive 40 LCI(61HD),256,76,332
2026,경기,하남시,일반승용,BMW,i5 eDrive 40,262,78,340
2026,경기,하남시,일반승용,BMW,iX1 eDrive20,212,63,275
2026,경기,하남시,일반승용,BMW,iX1 xDrive30,192,57,249
2026,경기,하남시,일반승용,BMW,iX2 eDrive20,214,64,278
2026,경기,하남시,일반승용,BMW,iX3 50 xDrive,275,82,357
2026,경기,하남시,일반승용,기아,EV3 GT,248,74,322
2026,경기,하남시,일반승용,기아,EV3 롱레인지 2WD 17인치,555,166,721
2026,경기,하남시,일반승용,기아,EV3 롱레인지 2WD 19인치,555,166,721
2026,경기,하남시,일반승용,기아,EV3 롱레인지 4WD 19인치,539,161,700
2026,경기,하남시,일반승용,기아,EV3 스탠다드 2WD,469,140,609
2026,경기,하남시,일반승용,기아,EV4 GT,255,76,331
2026,경기,하남시,일반승용,기아,EV4 롱레인지 2WD 17인치,555,166,721
2026,경기,하남시,일반승용,기아,EV4 롱레인지 2WD 19인치,555,166,721
2026,경기,하남시,일반승용,기아,EV4 롱레인지 4WD 19인치,554,166,720
2026,경기,하남시,일반승용,기아,EV4 롱레인지 GTL 2WD 19인치,555,166,721
2026,경기,하남시,일반승용,기아,EV4 스탠다드 2WD 17인치,512,153,665
2026,경기,하남시,일반승용,기아,EV4 스탠다드 2WD 19인치,481,144,625
2026,경기,하남시,일반승용,기아,EV5 GT,232,69,301
2026,경기,하남시,일반승용,기아,EV5 롱레인지 2WD,552,165,717
2026,경기,하남시,일반승용,기아,EV5 롱레인지 4WD 18인치,499,149,648
2026,경기,하남시,일반승용,기아,EV5 롱레인지 4WD 19인치,493,147,640
2026,경기,하남시,일반승용,기아,EV9 GT,245,73,318
2026,경기,하남시,일반승용,기아,EV9 롱레인지 2WD 19인치,270,81,351
2026,경기,하남시,일반승용,기아,EV9 롱레인지 2WD 20인치,268,80,348
2026,경기,하남시,일반승용,기아,EV9 롱레인지 4WD 19인치,254,76,330
2026,경기,하남시,일반승용,기아,EV9 롱레인지 4WD 21인치,260,78,338
2026,경기,하남시,일반승용,기아,EV9 롱레인지 GTL 4WD 21인치,252,75,327
2026,경기,하남시,일반승용,기아,EV9 스탠다드,237,71,308
2026,경기,하남시,일반승용,기아,PV5 패신저 5인승 롱레인지,458,137,595
2026,경기,하남시,일반승용,기아,Pv5 WAV(비용 미지원),648,194,842
2026,경기,하남시,일반승용,기아,Pv5 WAV(비용 지원),448,134,582
2026,경기,하남시,일반승용,기아,The all-new Kia Niro EV,489,146,635
2026,경기,하남시,일반승용,기아,더뉴EV6 롱레인지 2WD 19인치,570,171,741
2026,경기,하남시,일반승용,기아,더뉴EV6 롱레인지 2WD 20인치,559,167,726
2026,경기,하남시,일반승용,기아,더뉴EV6 롱레인지 4WD 19인치,561,168,729
2026,경기,하남시,일반승용,기아,더뉴EV6 롱레인지 4WD 20인치,532,159,691
2026,경기,하남시,일반승용,기아,더뉴EV6 스탠다드,501,150,651
2026,경기,하남시,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,457,137,594
2026,경기,하남시,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,457,137,594
2026,경기,하남시,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,457,137,594
2026,경기,하남시,일반승용,메르세데스벤츠코리아,EQA 250(Facelift),190,57,247
2026,경기,하남시,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift),154,46,200
2026,경기,하남시,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift)(CY25/2),162,48,210
2026,경기,하남시,일반승용,볼보자동차코리아,볼보 EX30 Single Motor ER,247,74,321
2026,경기,하남시,일반승용,볼보자동차코리아,볼보 EX30CC Twin Motor Perf,222,66,288
2026,경기,하남시,일반승용,비와이디코리아,BYD ATTO 3,126,37,163
2026,경기,하남시,일반승용,비와이디코리아,BYD DOLPHIN,109,32,141
2026,경기,하남시,일반승용,비와이디코리아,BYD DOLPHIN Active,132,39,171
2026,경기,하남시,일반승용,비와이디코리아,BYD SEAL,169,50,219
2026,경기,하남시,일반승용,비와이디코리아,BYD SEAL Dynamic AWD,151,45,196
2026,경기,하남시,일반승용,비와이디코리아,BYD SEALION 7,152,45,197
2026,경기,하남시,일반승용,케이지모빌리티,토레스 EVX 18인치,354,106,460
2026,경기,하남시,일반승용,케이지모빌리티,토레스 EVX 18인치(2026),361,108,469
2026,경기,하남시,일반승용,케이지모빌리티,토레스 EVX 20인치,344,103,447
2026,경기,하남시,일반승용,케이지모빌리티,토레스 EVX 20인치(2026),354,106,460
2026,경기,하남시,일반승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,98,425
2026,경기,하남시,일반승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,93,405
2026,경기,하남시,일반승용,테슬라코리아,Model 3 Performance,200,60,260
2026,경기,하남시,일반승용,테슬라코리아,Model 3 Premium Long Range RWD,420,126,546
2026,경기,하남시,일반승용,테슬라코리아,Model 3 RWD,168,50,218
2026,경기,하남시,일반승용,테슬라코리아,Model 3 RWD(2025),168,50,218
2026,경기,하남시,일반승용,테슬라코리아,Model Y L AWD,210,63,273
2026,경기,하남시,일반승용,테슬라코리아,Model Y Long Range(2025),210,63,273
2026,경기,하남시,일반승용,테슬라코리아,Model Y Premium Long Range,210,63,273
2026,경기,하남시,일반승용,테슬라코리아,Model Y Premium RWD,170,51,221
2026,경기,하남시,일반승용,테슬라코리아,Model Y RWD(2025),170,51,221
2026,경기,하남시,일반승용,폭스바겐그룹코리아,ID.4 Pro,432,129,561
2026,경기,하남시,일반승용,폭스바겐그룹코리아,Q4 45 e-tron,206,61,267
2026,경기,하남시,일반승용,폭스바겐그룹코리아,Q4 Sportback 45 e-tron,206,61,267
2026,경기,하남시,일반승용,폭스바겐그룹코리아,Q6 e-tron performance,220,66,286
2026,경기,하남시,일반승용,폭스바겐그룹코리아,iD.5 Pro,473,141,614
2026,경기,하남시,일반승용,현대자동차,ELECTRIFIED G80,270,81,351
2026,경기,하남시,일반승용,현대자동차,ELECTRIFIED GV70 AWD 19인치,261,78,339
2026,경기,하남시,일반승용,현대자동차,ELECTRIFIED GV70 AWD 20인치,245,73,318
2026,경기,하남시,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,285,85,370
2026,경기,하남시,일반승용,현대자동차,GV60 스탠다드 AWD 19인치,272,81,353
2026,경기,하남시,일반승용,현대자동차,GV60 스탠다드 AWD 20인치,261,78,339
2026,경기,하남시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치,564,169,733
2026,경기,하남시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,567,170,737
2026,경기,하남시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 20인치,559,167,726
2026,경기,하남시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 롱레인지 N라인 20인치,541,162,703
2026,경기,하남시,일반승용,현대자동차,더 뉴 아이오닉5 2WD 스탠다드 19인치,483,144,627
2026,경기,하남시,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 19인치,558,167,725
2026,경기,하남시,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 20인치,532,159,691
2026,경기,하남시,일반승용,현대자동차,더 뉴 아이오닉5 AWD 롱레인지 N라인 20인치,510,153,663
2026,경기,하남시,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 18인치,570,171,741
2026,경기,하남시,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 20인치,570,171,741
2026,경기,하남시,일반승용,현대자동차,더 뉴 아이오닉6 2WD 롱레인지 N라인 20인치,570,171,741
2026,경기,하남시,일반승용,현대자동차,더 뉴 아이오닉6 2WD 스탠다드 18인치,560,168,728
2026,경기,하남시,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 18인치,570,171,741
2026,경기,하남시,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 20인치,553,165,718
2026,경기,하남시,일반승용,현대자동차,더 뉴 아이오닉6 AWD 롱레인지 N라인 20인치,537,161,698
2026,경기,하남시,일반승용,현대자동차,스타리아 라운지 일렉트릭 7인승,229,68,297
2026,경기,하남시,일반승용,현대자동차,스타리아 리무진 일렉트릭 6인승,229,68,297
2026,경기,하남시,일반승용,현대자동차,아이오닉6 N,250,75,325
2026,경기,하남시,일반승용,현대자동차,아이오닉9 성능형 AWD,272,81,353
2026,경기,하남시,일반승용,현대자동차,아이오닉9 항속형 2WD,274,82,356
2026,경기,하남시,일반승용,현대자동차,아이오닉9 항속형 AWD,271,81,352
2026,경기,하남시,경·소형,현대자동차,캐스퍼 일렉트릭 기본형 15인치,490,147,637
2026,경기,하남시,경·소형,현대자동차,캐스퍼 일렉트릭 크로스 17인치,487,146,633
2026,경기,하남시,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 15인치,490,147,637
2026,경기,하남시,경·소형,현대자동차,캐스퍼 일렉트릭 항속형 17인치(라운지포함),490,147,637
2026,경기,하남시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치,514,154,668
2026,경기,하남시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 17인치 빌트인 캠 미적용,514,154,668
2026,경기,하남시,일반승용,현대자동차,코나 일렉트릭 2WD 롱레인지 19인치,459,137,596
2026,경기,하남시,일반승용,현대자동차,코나 일렉트릭 2WD 스탠다드 17인치,437,131,568
2026,경기,용인시,일반승용,BMW,MINI Aceman E,400,173,573
2026,경기,용인시,일반승용,BMW,MINI Aceman SE,400,173,573
2026,경기,용인시,일반승용,BMW,MINI Cooper SE,396,171,567
2026,경기,용인시,일반승용,BMW,MINI Countryman E,217,94,311
2026,경기,용인시,일반승용,BMW,MINI Countryman SE ALL4,203,87,290
2026,경기,용인시,일반승용,BMW,MINI JCW Aceman E,197,85,282
2026,경기,용인시,일반승용,BMW,MINI JCW E,191,82,273
2026,경기,용인시,일반승용,BMW,i4 M60 LCI (71HD),233,100,333
2026,경기,용인시,일반승용,BMW,i4 eDrive 40 LCI(21HD),244,105,349
2026,경기,용인시,일반승용,BMW,i4 eDrive 40 LCI(61HD),256,110,366
2026,경기,용인시,일반승용,BMW,i5 eDrive 40,262,113,375
2026,경기,용인시,일반승용,BMW,iX1 eDrive20,212,91,303
2026,경기,용인시,일반승용,BMW,iX1 xDrive30,192,83,275
2026,경기,용인시,일반승용,BMW,iX2 eDrive20,214,92,306
2026,경기,용인시,일반승용,BMW,iX3 50 xDrive,275,118,393
2026,경기,용인시,일반승용,기아,EV3 GT,248,107,355
2026,경기,용인시,일반승용,기아,EV3 롱레인지 2WD 17인치,555,240,795
2026,경기,용인시,일반승용,기아,EV3 롱레인지 2WD 19인치,555,240,795
2026,경기,용인시,일반승용,기아,EV3 롱레인지 4WD 19인치,539,232,771
2026,경기,용인시,일반승용,기아,EV3 스탠다드 2WD,469,203,672
2026,경기,용인시,일반승용,기아,EV4 GT,255,109,364
2026,경기,용인시,일반승용,기아,EV4 롱레인지 2WD 17인치,555,240,795
2026,경기,용인시,일반승용,기아,EV4 롱레인지 2WD 19인치,555,240,795
2026,경기,용인시,일반승용,기아,EV4 롱레인지 4WD 19인치,554,238,792
2026,경기,용인시,일반승용,기아,EV4 롱레인지 GTL 2WD 19인치,555,240,795
2026,경기,용인시,일반승용,기아,EV4 스탠다드 2WD 17인치,512,221,733
2026,경기,용인시,일반승용,기아,EV4 스탠다드 2WD 19인치,481,208,689
2026,경기,용인시,일반승용,기아,EV5 GT,232,100,332
2026,경기,용인시,일반승용,기아,EV5 롱레인지 2WD,552,239,791
2026,경기,용인시,일반승용,기아,EV5 롱레인지 4WD 18인치,499,216,715
2026,경기,용인시,일반승용,기아,EV5 롱레인지 4WD 19인치,493,213,706
2026,경기,용인시,일반승용,기아,EV9 GT,245,106,351
2026,경기,용인시,일반승용,기아,EV9 롱레인지 2WD 19인치,270,117,387
2026,경기,용인시,일반승용,기아,EV9 롱레인지 2WD 20인치,268,116,384
2026,경기,용인시,일반승용,기아,EV9 롱레인지 4WD 19인치,254,110,364
2026,경기,용인시,일반승용,기아,EV9 롱레인지 4WD 21인치,260,112,372
2026,경기,용인시,일반승용,기아,EV9 롱레인지 GTL 4WD 21인치,252,109,361
2026,경기,용인시,일반승용,기아,EV9 스탠다드,237,102,339
2026,경기,용인시,일반승용,기아,PV5 패신저 5인승 롱레인지,458,198,656
2026,경기,용인시,일반승용,기아,Pv5 WAV(비용 미지원),648,280,928
2026,경기,용인시,일반승용,기아,Pv5 WAV(비용 지원),448,194,642
2026,경기,용인시,일반승용,기아,The all-new Kia Niro EV,489,211,700
2026,경기,용인시,일반승용,기아,더뉴EV6 롱레인지 2WD 19인치,570,247,817
2026,경기,용인시,일반승용,기아,더뉴EV6 롱레인지 2WD 20인치,559,242,801
2026,경기,용인시,일반승용,기아,더뉴EV6 롱레인지 4WD 19인치,561,243,804
2026,경기,용인시,일반승용,기아,더뉴EV6 롱레인지 4WD 20인치,532,230,762
2026,경기,용인시,일반승용,기아,더뉴EV6 스탠다드,501,217,718
2026,경기,용인시,경·소형,기아,레이 EV 2WD 14인치 1인승 밴,457,198,655
2026,경기,용인시,경·소형,기아,레이 EV 2WD 14인치 2인승 밴,457,198,655
2026,경기,용인시,경·소형,기아,레이 EV 2WD 14인치 4인승 승용,457,198,655
2026,경기,용인시,일반승용,메르세데스벤츠코리아,EQA 250(Facelift),190,82,272
2026,경기,용인시,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift),154,66,220
2026,경기,용인시,일반승용,메르세데스벤츠코리아,EQB 300 4MATIC(Facelift)(CY25/2),162,70,232
2026,경기,용인시,일반승용,볼보자동차코리아,볼보 EX30 Single Motor ER,247,106,353
2026,경기,용인시,일반승용,볼보자동차코리아,볼보 EX30CC Twin Motor Perf,222,95,317
2026,경기,용인시,일반승용,비와이디코리아,BYD ATTO 3,126,54,180
2026,경기,용인시,일반승용,비와이디코리아,BYD DOLPHIN,109,47,156
2026,경기,용인시,일반승용,비와이디코리아,BYD DOLPHIN Active,132,57,189
2026,경기,용인시,일반승용,비와이디코리아,BYD SEAL,169,73,242
2026,경기,용인시,일반승용,비와이디코리아,BYD SEAL Dynamic AWD,151,65,216
2026,경기,용인시,일반승용,비와이디코리아,BYD SEALION 7,152,65,217
2026,경기,용인시,일반승용,케이지모빌리티,토레스 EVX 18인치,354,153,507
2026,경기,용인시,일반승용,케이지모빌리티,토레스 EVX 18인치(2026),361,156,517
2026,경기,용인시,일반승용,케이지모빌리티,토레스 EVX 20인치,344,149,493
2026,경기,용인시,일반승용,케이지모빌리티,토레스 EVX 20인치(2026),354,153,507
2026,경기,용인시,일반승용,케이지모빌리티,토레스 EVX 2WD 18인치,327,141,468
2026,경기,용인시,일반승용,케이지모빌리티,토레스 EVX 2WD 20인치,312,135,447
2026,경기,용인시,일반승용,테슬라코리아,Model 3 Performance,200,86,286
2026,경기,용인시,일반승용,테슬라코리아,Model 3 Premium Long Range RWD,420,182,602
2026,경기,용인시,일반승용,테슬라코리아,Model 3 RWD,168,72,240
2026,경기,용인시,일반승용,테슬라코리아,Model 3 RWD(2025),168,72,240
2026,경기,용인시,일반승용,테슬라코리아,Model Y L AWD,210,90,300
2026,경기,용인시,일반승용,테슬라코리아,Model Y Long Range(2025),210,90,300
2026,경기,용인시,일반승용,테슬라코리아,Model Y Premium Long Range,210,91,301
2026,경기,용인시,일반승용,테슬라코리아,Model Y Premium RWD,170,73,243
2026,경기,용인시,일반승용,테슬라코리아,Model Y RWD(2025),170,73,243
2026,경기,용인시,일반승용,폭스바겐그룹코리아,ID.4 Pro,432,187,619
2026,경기,용인시,일반승용,폭스바겐그룹코리아,Q4 45 e-tron,206,89,295
2026,경기,용인시,일반승용,폭스바겐그룹코리아,Q4 Sportback 45 e-tron,206,89,295
2026,경기,용인시,일반승용,폭스바겐그룹코리아,Q6 e-tron performance,220,95,315
2026,경기,용인시,일반승용,폭스바겐그룹코리아,iD.5 Pro,473,203,676
2026,경기,용인시,일반승용,현대자동차,ELECTRIFIED G80,270,117,387
2026,경기,용인시,일반승용,현대자동차,ELECTRIFIED GV70 AWD 19인치,261,113,374
2026,경기,용인시,일반승용,현대자동차,ELECTRIFIED GV70 AWD 20인치,245,106,351
2026,경기,용인시,일반승용,현대자동차,GV60 스탠다드 2WD 19인치,285,123,408
